pid,articleid,title,publication_date,joid,prid
1067000,844200,Critical path analysis of TCP transactions,2001-04-01,963665,
675085,318357,Adaptive query processing for time-series data,1999-08-01,,675168
5835,1366857,An evolution-based cache scheme for scalable mobile data access,2007-06-06,,6031
817969,225187,The M-Machine multicomputer,1995-12-01,,818005
4647,1995574,A large-scale real-time network simulation study using prime,2009-12-13,,5618
233444,1228230,Using ecological interface design to develop an auditory interface for visually impaired travellers,2006-11-20,,233539
298,1753412,FingerCloud,2010-04-10,,1544
904103,984662,A probabilistic approach to inference with limited information in sensor networks,2004-04-26,,904144
516685,313904,Fixed-dimensional parallel linear programming via relative &#949;-approximations,1996-01-28,,516777
625460,988857,Unit,2004-06-15,,625517
4768,1995616,RESTART simulation of networks of queues with Erlang service times,2009-12-13,,5618
887343,161167,Decision trees for geometric models,1993-07-01,,887363
508386,513428,Polyhedral Voronoi diagrams of polyhedra in three dimensions,2002-06-05,,508415
25323,305158,A locality sensitive multi-module cache with explicit management,1999-05-01,,25517
879499,564031,Saving energy with architectural and frequency adaptations for multimedia applications,2001-12-01,,879516
68065,802197,"Probabilistic, nondeterministic, and alternating decision trees (Preliminary Version)",1982-05-05,,68113
152181,1341088,Linear feature extraction using perceptual grouping and graph-cuts,2007-11-07,,152200
923873,1178487,Teddy-bear based robotic user interface,2005-06-15,,924111
806634,973296,Sports video summarization using highlights and play-breaks,2003-11-07,,806652
922206,872854,STREAM,2003-06-09,,922261
3517,2399159,Linking objective web-design factors to facets of subjective aesthetic perception,2012-10-14,,3528
880541,1297268,Techlens,2007-10-19,,880558
1095899,210187,A type system equivalent to flow analysis,1995-07-01,961873,
1041266,359299,Confessions of a visualization skeptic,2000-08-01,962137,
633022,224356,Predicting application behavior in large scale shared-memory multiprocessors,1995-12-08,,633169
225484,191856,Data modeling of time-based media,1994-05-24,,225678
522464,642666,Are informal tools better?,2003-04-05,,522542
278,1753406,Managing nomadic knowledge,2010-04-10,,1544
356311,314691,I/O-efficient algorithms for contour-line extraction and planar graph blocking,1998-01-01,,356439
421123,141909,Approximate algorithms scheduling parallelizable tasks,1992-06-01,,421149
5401,1995825,Simulating the effect of learning decay on adaptation performance in project networks,2009-12-13,,5618
1602,1559782,3D modeling in a web browser to formulate content-based 3D queries,2009-06-16,,1647
978016,504613,Routing with a clue,2001-12-01,967203,
771006,376402,A video-based augmented reality golf simulator,2000-10-30,,771042
78241,644208,Dynamic generators of topologically embedded graphs,2003-01-12,,78315
1105410,262206,Teaching graphics through video games,1997-08-01,962137,
7197,2181050,Mechanic/aesthetic videogame genres,2011-09-28,,7379
6522,1690505,Urban treasure,2009-10-29,,6543
421710,335262,Automated cache optimizations using CME driven diagnosis,2000-05-08,,421715
1016442,310897,Smoothing variable-bit-rate video in an Internetwork,1999-04-01,967203,
1003669,1121785,Energy-efficient data organization and query processing in sensor networks,2005-01-01,965835,
108590,1060624,Low-distortion embeddings of general metrics into the line,2005-05-22,,108736
502836,956539,Comparing Program Phase Detection Techniques,2003-12-03,,502874
256,1753401,FrameWire,2010-04-10,,1544
11161,29917,Reduced distance routing in single-state shuffle-exchange interconnection networks,1987-05-01,,11210
380161,335225,Selectively estimation for Boolean queries,2000-05-01,,380179
500520,266830,Predicting data cache misses in non-numeric applications through correlation profiling,1997-12-01,,500531
524307,801805,Reducing manual labor,1982-03-15,,524343
975361,1008470,Distributed council election,2004-06-01,967203,
1103039,356995,Using meta-level compilation to check FLASH protocol code,2000-11-01,961950,
183748,169194,"Human-computer interaction research at Massey University, New Zealand",1993-05-01,,183926
5305,1995789,A Markov process based dilemma zone protection algorithm,2009-12-13,,5618
1738,1409262,Point-to-GeoBlog,2008-09-02,,2092
982625,774786,Dimensions,2003-01-01,963665,
3522,2399161,HODI,2012-10-14,,3528
16004,314565,Tree pattern matching and subset matching in deterministic <italic>O</italic>(<italic>n</italic> log<supscrpt>3</supscrpt> <italic>n</italic>)-time,1999-01-01,,16396
396304,285997,Memory consistency and event ordering in scalable shared-memory multiprocessors,1998-08-01,,396354
1860,1409289,Exploring the design space of Smart Horizons,2008-09-02,,2092
3933,2648727,Associative processing with coupled oscillators,2013-09-04,,4123
2570,949571,Visualizing a scalar field on an N-dimensional lattice,1990-10-23,,2677
94543,331547,MOM,1999-01-01,,94769
438231,844108,Small worlds in security systems,2002-09-23,,438262
3596,2721978,Towards a pattern approach for improving enrollment and retention of female students in computer science education,2014-07-09,,3656
122,1753361,The rogue in the lovely black dress,2010-04-10,,1544
234788,1143918,Spectral clustering for multi-type relational data,2006-06-25,,235007
705410,1186268,A malleable surface touch interface,2004-08-08,,705742
346963,782816,Keynote,2003-06-23,,346964
852808,637229,Traffic classification for application specific peering,2002-11-06,,852839
1020688,130949,Three discussions on object-oriented typing,1992-04-01,963922,
347185,243890,The performance potential of data dependence speculation &amp; collapsing,1996-12-02,,347204
341783,304210,Query optimization in the presence of limited access patterns,1999-06-01,,341951
323235,237507,Improved methods for hiding latency in high bandwidth networks (extended abstract),1996-06-24,,323303
855349,1007355,"Expander flows, geometric embeddings and graph partitioning",2004-06-13,,855356
389681,304170,Automatic synthesis of 3D asynchronous state machines,1992-11-08,,389699
6043,1690392,Multimodal interaction with speech and physical touch interface in a media center application,2009-10-29,,6543
809323,977120,A first glance at Kilo-instruction based multiprocessors,2004-04-14,,809415
983894,1131343,Introduction,2006-03-01,962389,
3575,2721962,Automotive safety case pattern,2014-07-09,,3656
582859,825785,Hybrid Parallel Circuit Simulation Approaches,2000-10-15,,582867
2984,997886,Morphing planar graphs,2004-06-08,,2998
686590,314491,Scheduling malleable and nonmalleable parallel tasks,1994-01-23,,686692
505599,1148132,Efficient parallel algorithms for dead sensor diagnosis and multiple access channels,2006-07-30,,505678
377686,777118,Pruning and dynamic scheduling of cost-sensitive ensembles,2002-07-28,,378065
2176,2660536,Linked music data from global music charts,2014-09-04,,2199
528637,1283440,Efficient subspace approximation algorithms,2007-01-07,,528850
1103033,356991,Architecture and design of AlphaServer GS320,2000-11-01,961950,
6898,1353615,Timing optimization in logic with interconnect,2008-04-05,,6946
340892,1006727,A Content Aware Integer Register File Organization,2004-03-02,,340910
4431,1995482,Revenue management,2009-12-13,,5618
409823,195575,Fine-grain access control for distributed shared memory,1994-11-01,,409829
2025,1409334,Pervasive awareness,2008-09-02,,2092
181714,1034486,Dual Contouring with Topology-Preserving Simplification Using Enhanced Cell Representation,2004-10-10,,181890
404101,276876,Approximate nearest neighbors,1998-05-23,,404115
5183,1995750,Identifying cost reduction and performance improvement opportunities through simulation,2009-12-13,,5618
1103059,357006,Architectural support for fast symmetric-key cryptography,2000-11-01,961950,
964892,502913,Runtime identification of cache conflict misses,2001-11-01,963858,
539612,371933,Segment-based proxy caching of multimedia streams,2001-04-01,,539781
964339,567332,"Comments on ""transparent user-level process checkpoint and restore for migration"" by Bozyigit and Wasiq",2002-07-01,961009,
338473,586128,Efficient packet marking for large-scale IP traceback,2002-11-18,,338510
849601,165232,Fault-tolerant meshes with small degree,1993-08-01,,849700
525367,1177111,An independent-connection model for traffic matrices,2006-10-25,,525394
724,1753518,"Cars, calls, and cognition",2010-04-10,,1544
303141,258654,Participatory analysis,1997-03-27,,303278
906434,945468,RacerX,2003-10-19,,906446
348714,344919,Face fixer,2000-07-01,,348795
295568,1161124,On optimal communication cost for gathering correlated data through wireless sensor networks,2006-09-29,,295600
1032003,279350,Experimentations with TCP selective acknowledgment,1998-04-01,963665,
4299,1454063,Implications of psychological phenomenons for recommender systems,2008-10-23,,4312
796223,103472,Dynamic trees and dynamic point location,1991-01-03,,796229
3753,2648680,Power mapping and modeling of multi-core processors,2013-09-04,,4123
431590,274726,Progressive design,1998-01-01,,431598
628562,509950,Cache-oblivious priority queue and graph algorithm applications,2002-05-19,,628649
5783,1366843,Anysee2,2007-06-06,,6031
1135300,1107515,Report on the first IEEE international workshop on networking meets databases (NetDB'05),2005-12-01,961127,
575546,306781,"Theater, movie with A-life&#8212;Romeo &amp; Juliet in Hades as A-life based cinema",1998-09-01,,575556
7108,808152,An algorithm for parallel computation of partial sums,1984-01-01,,7123
2898,997857,Locality-sensitive hashing scheme based on p-stable distributions,2004-06-08,,2998
604321,982921,Testing bipartiteness of geometric intersection graphs,2004-01-11,,604369
940528,1055059,Waterbot,2005-04-02,,940593
23977,365471,"Improved algorithms for 3-coloring, 3-edge-coloring, and constraint satisfaction",2001-01-09,,24194
394495,1179165,Tablescape plus,2006-07-30,,394511
41555,1152186,Branch predictor guided instruction decoding,2006-09-16,,41600
555206,811514,A semi-automatic data base translation system for achieving data sharing in a network environment,1974-05-01,,555233
395500,1127795,Kinetically stable task assignment for networks of microservers,2006-04-19,,395721
867306,110441,Techniques for improving the performance of sparse matrix factorization on multiprocessor workstations,1990-10-01,,867477
71807,1137886,Embedding ultrametrics into low-dimensional spaces,2006-06-05,,71907
5965,1366894,An e-mail signature protocol for anti-spam work-in-progress,2007-06-06,,6031
395457,1127783,Utility based sensor selection,2006-04-19,,395721
756928,1179314,Enhancing interface design using attentive interaction design toolkit,2006-07-30,,757056
541107,143506,Characterizing the caching and synchronization performance of a multiprocessor operating system,1992-09-01,,541125
607,1753488,The secure haptic keypad,2010-04-10,,1544
387,1753432,Here's what i did,2010-04-10,,1544
866025,109650,Counting circular arc intersections,1991-06-01,,866100
451230,1276504,Factored time-lapse video,2007-07-29,,451245
4195,1454031,A random walk method for alleviating the sparsity problem in collaborative filtering,2008-10-23,,4312
78066,644118,Minimum cost flows over time without intermediate storage,2003-01-12,,78315
431212,1128900,Real-time haptic incision simulation using FEM-based discontinuous free form deformation,2006-06-06,,431273
822529,1194841,Exploiting Fine-Grained Data Parallelism with Chip Multiprocessors and Fast Barriers,2006-12-09,,822595
622089,129763,Ray shooting and parametric search,1992-07-01,,622125
4942,1995672,Equipment models for fab level proudction simulation,2009-12-13,,5618
4136,1454012,The long tail of recommender systems and how to leverage it,2008-10-23,,4312
249479,1134006,A global progressive register allocator,2006-06-11,,249537
858,1753556,Faster progress bars,2010-04-10,,1544
352003,1028808,A distributed approach to measure IP traffic matrices,2004-10-25,,352064
3119,2399033,Tangible 3D tabletops,2012-10-14,,3528
4729,1995601,Implementation of data distribution management services in a service oriented HLA RTI,2009-12-13,,5618
1636,1559792,Virtual Rome,2009-06-16,,1647
2062,1409348,Visualization and interaction with mobile technology,2008-09-02,,2092
1037010,126490,The design of the Triton nested relational database system,1991-09-01,961127,
5628,2500870,Drug-target interaction prediction for drug repurposing with probabilistic similarity logic,2013-08-11,,5659
1060173,992300,Approximating metrics by tree metrics,2004-06-01,962726,
850326,505023,Temporal and spatial level of details for dynamic meshes,2001-11-15,,850363
396164,263097,Animating the polygon-offset distance function,1997-08-01,,396174
1268,1753666,Designing interactivity in media interfaces,2010-04-10,,1544
7029,181382,Efficient low-contention parallel algorithms,1994-08-01,,7069
821403,1242550,Adaptive VP decay,2007-05-07,,821454
53,1753341,On reconstruction of task context after interruption,2010-04-10,,1544
489951,545417,Computing shortest paths with comparisons and additions,2002-01-06,,490111
1044876,214052,Will computer science become irrelevant?,1995-03-01,961931,
343015,512769,Symbolic program analysis in almost linear time,1978-01-01,,343055
548976,1074000,Selfish routing with incomplete information,2005-07-18,,549006
366050,299772,Cache conscious programming in undergraduate computer science,1999-03-01,,366148
784253,258900,Can we get there from here? (panel),1997-08-03,,784330
536720,502224,Transparent data-memory organizations for digital signal processors,2001-11-16,,536791
6492,1690499,Game based technology to enhance the learning of history and cultural heritage,2009-10-29,,6543
331802,1013375,Network arts,2004-05-19,,332254
455580,948243,On the correlation between route dynamics and routing loops,2003-10-27,,455588
496320,360156,Relational profiling,2000-12-01,,496333
287325,245618,Triangular NURBS surface modeling of scattered data,1996-10-27,,287453
3877,2648713,A practical low-power memristor-based analog neural branch predictor,2013-09-04,,4123
793,1753538,Digital drumming,2010-04-10,,1544
608776,949666,Multimedia environments for scientists,1991-10-22,,608808
816226,1342254,"Large document, small screen",2008-02-15,,816349
2052,1409343,Enabling orientation for the blind by means of mobile guides,2008-09-02,,2092
7424,1029627,Toward understanding distributed blackhole placement,2004-10-29,,7444
365682,325821,SUITOR,2000-01-09,,365739
502792,956570,A Systematic Methodology to Compute the Architectural Vulnerability Factors for a High-Performance Microprocessor,2003-12-03,,502874
836050,1099587,Adaptive load shedding for windowed stream joins,2005-10-31,,836555
887277,160997,Computing the discrepancy,1993-07-01,,887363
1138176,1114248,Graph indexing based on discriminative frequent structure analysis,2005-12-01,962660,
4744,1995605,Interpreting digital pheromones as probability fields,2009-12-13,,5618
1046356,48247,Computing on an anonymous ring,1988-10-01,962389,
895761,1120403,The neighborhood viewer,1997-03-22,,895882
3105,2399029,Composition of situational interactive spaces by end users,2012-10-14,,3528
1071973,381931,Some observations on the dynamics of a congestion control algorithm,1990-10-01,963665,
396312,286002,Active messages,1998-08-01,,396354
3583,2721991,Using dynamic mixins to implement design patterns,2014-07-09,,3656
356424,315031,Analysis of first-come-first-serve parallel job scheduling,1998-01-01,,356439
676780,290764,Interactive movie system with multi-person participation and anytime interaction capabilities,1998-09-01,,676883
268624,98555,A trivial knot whose spanning disks have exponential size,1990-05-01,,268691
778232,311568,Hybrid volume and polygon rendering with cube hardware,1999-07-01,,778251
3246,2399073,Haptically augmented remote speech communication,2012-10-14,,3528
818021,318909,Models for studying concurrency control performance,1985-05-01,,818099
490068,545486,Pseudo-line arrangements,2002-01-06,,490111
5452,1995841,A simulation model of port operations during crisis conditions,2009-12-13,,5618
824,1753547,A simple index for multimodal flexibility,2010-04-10,,1544
479657,2667175,Software trace cache,1999-05-01,,479680
737882,985130,A measure of design readiness,2002-11-04,,737888
1305,1753675,SensorTune,2010-04-10,,1544
91762,1027664,Multimodal concept-dependent active learning for image retrieval,2004-10-10,,92010
579303,218498,Optimally combining sampling techniques for Monte Carlo rendering,1995-09-15,,579394
219165,777430,A proportionate fair scheduling rule with good worst-case performance,2003-06-07,,219242
985894,242480,Software evolution and integration,1996-12-01,961931,
217512,1070579,Manifold reconstruction from point samples,2005-01-23,,217543
1132854,1089136,Consumer power in the digital society,2005-10-01,961004,
1334,1753683,FM radio,2010-04-10,,1544
1067986,1010618,PocketLens,2004-07-01,966633,
78119,644148,Rangesum histograms,2003-01-12,,78315
587067,338600,Exact and approximation algorithms for minimum-width cylindrical shells,2000-02-01,,587159
1760,1409267,Touch & interact,2008-09-02,,2092
1039407,116785,Epochs,1992-01-02,961873,
433450,191083,Typechecking and modules for multi-methods,1994-10-01,,433552
363625,260114,"&#8220;methodology standards: help or hindrance?&#8221; held at OOPSlA 94 October 1994, Portland, Oregon",1994-10-01,,363685
820254,384022,Finding topic words for hierarchical summarization,2001-09-01,,820355
956572,949324,HydroJ,2003-10-26,,956594
251912,266052,Static timing analysis of embedded software,1997-06-13,,252273
75944,182587,Cost/performance of a parallel computer simulator,1994-07-01,,75953
1208,1753649,Towards customizable games for stroke rehabilitation,2010-04-10,,1544
386172,1273568,Relational clustering by symmetric convex coding,2007-06-20,,386405
396156,263091,The bisector surface of freeform rational space curves,1997-08-01,,396174
1064659,1061268,Introduction,2005-03-01,964641,
5880,1366869,Efficient processing of branch queries for high-performance XML filtering,2007-06-06,,6031
5186,1995751,Simulation of fuel tank assembly and process analysis for performance improvement,2009-12-13,,5618
95591,168406,A multimedia component kit,1993-09-01,,95661
1900,1409300,Supporting a mobile lost and found community,2008-09-02,,2092
223,1753393,i*CATch,2010-04-10,,1544
257140,45432,Seeing the forest for the trees: hierarchical displays of hypertext structures,1988-04-01,,257171
1125585,967183,Every vote counts,2001-03-01,964657,
161418,258505,Triplex,1997-06-01,,161460
468070,232650,A provable time and space efficient implementation of NESL,1996-06-15,,468079
368230,277693,Scheduling time-constrained communication in linear networks,1998-06-01,,368241
2054,1409344,Exploring usability in mobile autonomic networks,2008-09-02,,2092
6726,2007084,Adapting intelligence in robot using fuzzy logic,2011-07-21,,6786
536776,502253,The performance and energy consumption of three embedded real-time operating systems,2001-11-16,,536791
553521,1247085,"Offline variants of the ""lion and man"" problem",2007-06-06,,553611
973609,174649,Bounds on the time to reach agreement in the presence of timing uncertainty,1994-01-02,962389,
737221,267079,Image synthesis from a sparse set of views,1997-10-01,,737329
326262,1077647,Power and thermal effects of SRAM vs. Latch-Mux design styles and clock gating choices,2005-08-08,,326361
15962,314543,Queries with segments in Voronoi diagrams,1999-01-01,,16396
323292,237573,Verification of FLASH cache coherence protocol by aggregation of distributed transactions,1996-06-24,,323303
356334,314701,Approximation algorithms for constraint satisfaction problems involving at most three variables per constraint,1998-01-01,,356439
665,1753503,Short and tweet,2010-04-10,,1544
155063,380814,One line and <italic>&#949;</italic>,2001-07-06,,155167
674875,195120,Scalable expanders,1994-05-23,,674982
3638,2721974,Patterns for content-dependent and context-enhanced authorization,2014-07-09,,3656
2056,1409345,Factors affecting user experience in mobile systems and services,2008-09-02,,2092
6202,1690431,Anthropomorphic artificial artist based on face-like detection and painterly rendering,2009-10-29,,6543
93167,506493,Chameleon tables,2002-04-20,,93730
577750,122771,Source level debugging of automatically parallelized code,1991-12-01,,577759
310,1753415,Speech dasher,2010-04-10,,1544
6818,117966,Issues in moving from C to C++,1991-11-01,,6885
1098408,151230,Reliability of function points measurement,1993-02-01,961004,
267455,1013251,Understanding the energy efficiency of simultaneous multithreading,2004-08-09,,267622
4253,1454047,Online-updating regularized kernel matrix factorization models for large-scale recommender systems,2008-10-23,,4312
268634,98567,Euclidean minimum spanning trees and bichromatic closest pairs,1990-05-01,,268691
569289,806805,An integrated system for creating and presenting complex computer-based documents,1981-08-01,,569321
16072,314601,Geometric matching under noise,1999-01-01,,16396
151563,177987,Morphing simple polygons,1994-06-10,,151601
5293,1995785,Simulation based regression analysis for rack configuration of autonomous vehicle storage and retrieval system,2009-12-13,,5618
621653,113429,Constraint-based query optimization for spatial databases,1991-04-01,,621679
340858,1006713,A Formal Approach to Frequent Energy Adaptations for Multimedia Applications,2004-03-02,,340910
861710,971315,Case studies for teaching usability engineering,2004-03-01,,861929
6925,1353622,Circuit and physical design of the MDGRAPE-4 on-chip network links,2008-04-05,,6946
682430,1150411,Global distance-based segmentation of trajectories,2006-08-20,,682784
1061971,358078,Design of the S system for data analysis,1984-05-01,961004,
3387,2399119,User interviews revisited,2012-10-14,,3528
1129515,1053472,Automatic discovery of covariant read-only fields,2005-01-01,961873,
6344,1690465,Classifying input for active games,2009-10-29,,6543
93486,506588,The use of auditory feecback in call centre CHHI,2002-04-20,,93730
367916,220304,How to cut pseudo-parabolas into segments,1995-09-01,,368011
633814,1178797,Multimedia surveillance,2006-10-27,,633863
1050081,210337,Color-coding,1995-07-01,962389,
1092205,636796,Interacting with groups of computers,2003-03-01,961004,
5252,1995773,Scenario analysis for reverse logistics implementation case study of the Palm Oil supply chain,2009-12-13,,5618
700477,217501,Computing the maximum power cycles of a sequential circuit,1995-01-01,,700715
191,1753383,Who falls for phish?,2010-04-10,,1544
916971,142757,Human-computer interaction research at Georgia Institute of Technology,1992-06-01,,917299
338339,166134,Surround-screen projection-based virtual reality,1993-09-01,,338444
868901,1101646,Rapid part-based 3D modeling,2005-11-07,,868972
628632,510011,Space-efficient approximate Voronoi diagrams,2002-05-19,,628649
3010,1569149,Scaling agile software development through lean governance,2009-05-17,,3038
278177,363384,Enabling custom enhancements in digital sports broadcasts,2001-02-01,,278189
63074,1007944,A scalable lock-free stack algorithm,2004-06-27,,63126
341795,304220,Storing semistructured data with STORED,1999-06-01,,341951
604230,982852,Output-sensitive construction of the union of triangles,2004-01-11,,604369
586981,338250,On the temporal HZY compression scheme,2000-02-01,,587159
395994,262858,Cylindrical static and kinetic binary space partitions,1997-08-01,,396174
892763,253403,STRUDEL,1997-06-01,,892782
1122728,290181,Beyond the flow decomposition barrier,1998-09-01,962389,
787584,777818,The complexity of (un)folding,2003-06-08,,787643
217294,1070441,"Marriage, honesty, and stability",2005-01-23,,217543
4659,1995580,Controlled simplification of material flow simulation models,2009-12-13,,5618
389697,304179,Exact two-level minimization of hazard-free logic with multiple-input changes,1992-11-08,,389699
541092,143488,Design and evaluation of a compiler algorithm for prefetching,1992-09-01,,541125
36912,336227,The face fixer video,2000-05-01,,36914
398421,302127,An adaptive globally-synchronizing clock algorithm and its implementation on a Myrinet-based PC cluster,1999-05-01,,398465
1124315,989413,Efficient instruction scheduling for a pipelined architecture,2004-04-01,961950,
405471,167003,Performance comparison of thrashing control policies for concurrent Mergesorts with parallel prefetching,1993-06-01,,405515
4550,1995535,Estimating the efficient frontier of a probabilistic bicriteria model,2009-12-13,,5618
941088,633040,Network topology generators,2002-08-19,,941121
160947,1064099,Almost tight bound for a single cell in an arrangement of convex polyhedra in R<sup>3</sup>,2005-06-06,,161056
5321,1995794,An ant based simulation optimization for vehicle routing problem with stochastic demands,2009-12-13,,5618
490164,127821,Efficient sequential and parallel algorithms for computing recovery points in trees and paths,1991-03-01,,490231
6439,1690487,Intuitive control using a mediated interface module,2009-10-29,,6543
736794,181334,Communication in the KSR1 MPP,1994-07-16,,736848
7112,808154,The increasing threat from technology,1984-01-01,,7123
23962,365460,A linear lower bound on index size for text retrieval,2001-01-09,,24194
477795,288588,Supporting worker independence in collaboration transparency,1998-11-01,,477815
2567,949570,Visualization of irregular multivariate data,1990-10-23,,2677
350306,1006255,Cluster prefetch,2004-06-26,,350309
916887,502054,Wide-area cooperative storage with CFS,2001-10-21,,916893
216568,108916,A view matcher for reusing Smalltalk classes,1991-03-01,,216715
977510,362096,Report on second international workshop on advanced issues of E-commerce and Web-based information systems,2000-09-01,961127,
323225,237503,Towards efficiency and portability,1996-06-24,,323303
604304,982907,Efficiently decodable codes meeting Gilbert-Varshamov bound for low rates,2004-01-11,,604369
622110,129778,A correctness condition for high-performance multiprocessors (extended abstract),1992-07-01,,622125
787612,777840,Estimating surface normals in noisy point cloud data,2003-06-08,,787643
627,1753492,Visual vs. compact,2010-04-10,,1544
5146,1995738,Simulation modeling movable hospital assets managed with RFID sensors,2009-12-13,,5618
554372,237870,Communication-efficient parallel sorting (preliminary version),1996-07-01,,554444
7059,181442,Increasing network bandwidth on meshes,1994-08-01,,7069
516595,68183,Architecture and compiler tradeoffs for a long instruction wordprocessor,1989-04-01,,516658
1571,1559772,GPU-based real-time on-surface droplet flow in X3D,2009-06-16,,1647
7144,1985399,Evaluating the compatibility of conversational service interactions,2011-05-23,,7160
4505,1995517,Strategic analysis with simulation-based games,2009-12-13,,5618
852819,637238,Analysis of link failures in an IP backbone,2002-11-06,,852839
5459,1995844,Integration of psycho-social models and methods in NATO's approach to operations; a review of NATO research and technology organization (RTO) systems analysis studies (SAS - 074),2009-12-13,,5618
1103381,1216546,ALP,2007-03-01,964641,
63077,1007945,DCAS is not a silver bullet for nonblocking algorithm design,2004-06-27,,63126
2641,949596,Making a picture fit the eye,1990-10-23,,2677
287342,245631,Virtual workbench - a non-immersive virtual environment for visualizing and interacting with 3D objects for scientific visualization,1996-10-27,,287453
87930,122732,Automated generation of intent-based 3D Illustrations,1991-07-01,,87995
2828,997831,Improving the crossing lemma by finding more crossings in sparse graphs,2004-06-08,,2998
404061,276790,Randomized protocols for low-congestion circuit routing in multistage interconnection networks,1998-05-23,,404115
2959,997879,"Complete, exact, and efficient computations with cubic curves",2004-06-08,,2998
789850,863964,Design principles of policy languages for path vector protocols,2003-08-25,,789908
991035,1054913,How to use SimPoint to pick simulation points,2004-03-01,964855,
214154,786233,A Simulation-Based Analysis of Scheduling Policies for Multimedia Servers,2003-03-30,,214242
705542,1186328,Re-usable implicit functions,2004-08-08,,705742
5789,1366844,ADJSA,2007-06-06,,6031
1064660,1061269,Efficient and flexible architectural support for dynamic monitoring,2005-03-01,964641,
4970,1995681,Integer programming-based real-time scheduler in semiconductor manufacturing,2009-12-13,,5618
587034,338582,Dimensionality reduction techniques for proximity problems,2000-02-01,,587159
3227,2399067,Why do I like it?,2012-10-14,,3528
264347,304420,Generating customized text and graphics in the COMET explanation testbed,1991-12-01,,264401
4860,1995646,Ontologies and tools for analyzing and synthesizing LVC confederations,2009-12-13,,5618
574635,958517,Matching data dissemination algorithms to application requirements,2003-11-05,,574708
365,1753426,A study of tabbed browsing among mozilla firefox users,2010-04-10,,1544
933381,285286,Improving end-to-end performance of the Web using server volumes and proxy filters,1998-10-01,,933392
2578,949574,The application of transport theory to visualization of 3D scalar data fields,1990-10-23,,2677
5997,1366903,Extremal search of decision policies for scalable distributed applications,2007-06-06,,6031
18526,139425,Load balancing requires &OHgr;(log<supscrpt>*</supscrpt><italic>n</italic>) expected time,1992-09-01,,18638
3148,2399042,"Dude, where's my car?",2012-10-14,,3528
296582,632806,Information visualization tutorial,1999-05-15,,296859
2223,1186162,Healing series,2004-08-08,,2322
852823,637240,On the geographic location of internet resources,2002-11-06,,852839
30602,949853,Fast volume rendering of compressed data,1993-10-25,,30781
1128653,1042051,Processing XML streams with deterministic automata and stream indexes,2004-12-12,962660,
1011,1753593,Supporting coordination in surgical suites,2010-04-10,,1544
3435,2399137,Demonstrating idAnimate,2012-10-14,,3528
1186,1753642,Asl-stem forum,2010-04-10,,1544
53604,566600,Real-time 3D model acquisition,2002-07-01,,53752
409816,195553,Reducing branch costs via branch alignment,1994-11-01,,409829
894557,1038942,Balanced Multithreading,2004-12-04,,894578
6720,2007082,Refjav,2011-07-21,,6786
1103407,643117,Rapid model parameterization from traffic measurements,2002-07-01,961095,
172894,348241,GI-cube,2000-08-01,,172899
775,1753532,Signed networks in social media,2010-04-10,,1544
920238,1188551,From mesh generation to scientific visualization,2006-11-11,,921036
1111565,963988,Guidelines for interdomain traffic engineering,2003-10-01,963665,
1183,1753641,What's your idea?,2010-04-10,,1544
91116,1065211,Space complexity of hierarchical heavy hitters in multi-dimensional data streams,2005-06-13,,91129
544190,277749,Adaptive wait-free algorithms for lattice agreement and renaming (extended abstract),1998-06-01,,544227
983249,269801,The bisector surface of rational space curves,1998-01-01,961832,
5425,1995833,Multi-service communication networks simulation and design with BPsim3,2009-12-13,,5618
816703,192259,Predicting the drape of woven cloth using interacting particles,1994-07-24,,816796
3409,2399128,Musical viruses for graceful seduction,2012-10-14,,3528
25364,305190,Application scaling under shared virtual memory on a cluster of SMPs,1999-05-01,,25517
1817,1409281,Color match,2008-09-02,,2092
4937,1995670,Duopoly electricity markets with accurate and inaccurate market goals,2009-12-13,,5618
1114479,1133655,MultiJava,2006-05-01,961873,
317107,233037,Micro-architecture evaluation using performance vectors,1996-05-15,,317155
158,1753371,Indexicality of language and the art of creating treasures,2010-04-10,,1544
706289,236228,Fast rendering of irregular grids,1996-10-01,,706308
400769,1280203,Hitch-Haiku,2007-08-05,,400896
2417,982455,Multi-level background initialization using Hidden Markov Models,2003-11-02,,2462
5612,1995889,Simulation of large wireless sensor networks using Cell-DEVS,2009-12-13,,5618
63597,570757,A dual-space approach to tracking and sensor management in wireless sensor networks,2002-09-28,,63601
78084,644130,M&#246;bius-invariant natural neighbor interpolation,2003-01-12,,78315
4779,1995620,Using genetic algorithms to limit the optimism in time warp,2009-12-13,,5618
787585,777820,Local polyhedra and geometric graphs,2003-06-08,,787643
528451,1250708,Interconnect design considerations for large NUCA caches,2007-06-09,,528491
2126,2660532,A comparison of supervised learning classifiers for link discovery,2014-09-04,,2199
144505,1179899,Novel tactile contour presentation,2006-07-30,,144985
660590,1057434,Spectral surface reconstruction from noisy point clouds,2004-07-08,,660638
367922,220308,Stabbing triangulations by lines in 3D,1995-09-01,,368011
969125,369222,Visualization spaces,2000-11-01,962137,
88068,1251105,Predicting short-transfer latency from TCP arcana,2005-10-19,,88133
5806,1366849,Exploiting data correlation for multi-scale processing in sensor networks,2007-06-06,,6031
409770,195494,Integration of message passing and shared memory in the Stanford FLASH multiprocessor,1994-11-01,,409829
