prid,proceedingid,title,subtitle,proc_desc,con_city,con_state,con_country,con_start_date,con_end_date,publication_date,puid
269789,2039370,Hardware/software codesign and system synthesis,,Proceedings of the seventh IEEE/ACM/IFIP international conference,Taipei,,Taiwan,2011-10-09,2011-10-14,2011-10-09,1545
269825,2077370,Embedded Systems Education,,Proceedings of the 6th Workshop,Taipei,,Taiwan,2011-10-13,2011-10-13,2011-10-13,1545
269862,1151588,Computing education research,,Proceedings of the second international workshop,Canterbury,,United Kingdom,2006-09-09,2006-09-10,2006-09-09,1545
269997,369133,Computational biology,,Proceedings of the fifth annual international conference,Montreal,Quebec,Canada,2001-04-22,2001-04-25,2001-04-22,1545
270087,2451512,Virtual execution environments,,Proceedings of the 9th ACM SIGPLAN/SIGOPS international conference,Houston,Texas,USA,2013-03-16,2013-03-17,2013-03-16,1545
270365,1993806,Principles of distributed computing,,Proceedings of the 30th annual ACM SIGACT-SIGOPS symposium,San Jose,California,USA,2011-06-06,2011-06-08,2011-06-06,1545
270408,1538864,Context-Awareness for Self-Managing Systems,,Proceedings of the 3rd ACM International Workshop,Nara,,Japan,2009-05-11,2009-05-11,2009-05-11,1545
270511,2381219,"Computational Aesthetics in Graphics, Visualization and Imaging",,Proceedings of the First Eurographics conference,Girona,,Spain,2005-05-18,2005-05-20,2005-05-18,13696
270660,2384301,"Virtual Reality, Archaeology and Intelligent Cultural Heritage",,Proceedings of the 7th International conference,Nicosia,,Cyprus,2006-10-30,2006-11-04,2006-10-30,13696
270693,1109128,Software configuration management,,Proceedings of the 12th international workshop,Lisbon,,Portugal,2005-09-05,2005-09-06,2005-09-05,1545
270741,2381112,3D Object Retrieval,,Proceedings of the 1st Eurographics conference,Crete,,Greece,2008-04-15,,2008-04-15,13696
270906,1013329,Parallel and distributed simulation,,Proceedings of the eighteenth workshop,Kufstein,,Austria,2004-05-16,2004-05-19,2004-05-16,1545
270942,1555312,Autonomic computing and communications industry session,,Proceedings of the 6th international conference industry session,Barcelona,,Spain,2009-06-15,2009-06-15,2009-06-15,1545
271023,29650,Interpreters and interpretive techniques,,Papers of the Symposium,St. Paul,Minnesota,USA,1987-06-24,1987-06-26,1987-07-01,1545
271086,106972,Architectural support for programming languages and operating systems,,Proceedings of the fourth international conference,Santa Clara,California,USA,1991-04-08,1991-04-11,1991-04-01,1545
271176,2002396,Future Internet Technologies,,Proceedings of the 6th International Conference,Seoul,,Republic of Korea,2011-06-13,2011-06-15,2011-06-13,1545
789199,62351,Simulation,,Proceedings of the 21st annual symposium,Tampa,Florida,USA,,,1988-01-03,2678
271239,2662708,Software Clones,,Proceedings of the 7th International Workshop,San Francisco,California,,2013-05-19,2013-05-19,2013-05-19,4124
271308,2442576,,Beyond Time and Errors - Novel Evaluation Methods for Visualization,Proceedings of the 2012 BELIV Workshop,Seattle,Washington,USA,2012-10-14,2012-10-15,2012-10-14,1545
271393,800200,Computer performance modeling measurement and evaluation,,Proceedings of the 1976 ACM SIGMETRICS conference,Cambridge,Massachusetts,USA,1976-03-29,1976-03-31,1976-03-29,1545
271424,1646461,High-Performance Reconfigurable Computing Technology and Applications,,Proceedings of the Third International Workshop,Portland,Oregon,,2009-11-15,2009-11-15,2009-11-15,1545
271772,196244,,,Proceedings of the 31st annual Design Automation Conference,San Diego,California,USA,1994-06-06,1994-06-10,1994-06-06,1545
271831,253437,Virtual reality modeling language,,Proceedings of the second symposium,Monterey,California,USA,1997-02-24,1997-02-26,1997-02-26,1545
271866,800232,SIGPLAN/SIGMICRO interface,,Proceedings of the meeting,Harriman,New York,USA,1973-05-30,1973-06-01,1973-05-30,1545
271892,1289612,"Data mining standards, services and platforms",,Proceedings of the 4th international workshop,Philadelphia,Pennsylvania,,2006-08-20,2006-08-20,2006-08-20,1545
271973,2175429,Functional and Logic Programming,,Proceedings of the 10th international conference,Sendai,,Japan,2010-04-19,2010-04-21,2010-04-19,13854
272012,1185642,Ada,,Proceedings of the 2006 annual ACM SIGAda international conference,Albuquerque,New Mexico,USA,2006-11-12,2006-11-16,2006-11-12,1545
272196,1924943,Operating systems design and implementation,,Proceedings of the 9th USENIX conference,Vancouver,BC,Canada,2010-10-04,2010-10-06,2010-10-04,34855
272263,123465,Microarchitecture,,Proceedings of the 24th annual international symposium,Albuquerque,New Mexico,Puerto Rico,,,1991-09-01,1545
272282,2501217,Multimedia Data Mining,,Proceedings of the Thirteenth International Workshop,Chicago,Illinois,,2013-08-11,2013-08-11,2013-08-11,1545
272381,2593902,Mobile Software Engineering and Systems,,Proceedings of the 1st International Conference,Hyderabad,,India,2014-06-02,2014-06-03,2014-06-02,1545
272555,2350046,Computer human interaction,,Proceedings of the 10th asia pacific conference,Matsue-city,Shimane,Japan,2012-08-28,2012-08-31,2012-08-28,1545
273013,2046707,Computer and communications security,,Proceedings of the 18th ACM conference,Chicago,Illinois,USA,2011-10-17,2011-10-21,2011-10-17,1545
273299,2541831,Mobile and Ubiquitous Multimedia,,Proceedings of the 12th International Conference,Lule&#229;,,Sweden,2013-12-02,2013-12-05,2013-12-02,1545
273437,2602087,,,Proceedings of the 9th Annual Cyber and Information Security Research Conference,Oak Ridge,Tennessee,USA,2014-04-08,2014-04-10,2014-04-08,1545
273751,2466627, Cognition,,Proceedings of the 9th ACM Conference,Sydney,,Australia,2013-06-17,2013-06-20,2013-06-17,1545
273889,1930488,,Envisioning Future Media Environments,Proceedings of the 14th International Academic MindTrek Conference,Tampere,,Finland,2010-10-06,2010-10-08,2010-10-06,1545
273935,1460676,Multimedia semantics,,Proceedings of the 2nd ACM workshop,Vancouver,British Columbia,Canada,2008-10-31,2008-10-31,2008-10-31,1545
274027,2499968,,,Proceedings of the High Performance Computing Symposium,San Diego,California,,2013-04-07,2013-04-10,2013-04-07,49827
274103,1023833,"Compilers, architecture, and synthesis for embedded systems",,Proceedings of the 2004 international conference,Washington DC,,USA,2004-09-22,2004-09-25,2004-09-22,1545
274423,1882362,Future of software engineering research,,Proceedings of the FSE/SDP workshop,Santa Fe,New Mexico,USA,2010-11-07,2010-11-08,2010-11-07,1545
274571,2631846,Performance Evaluation Methodologies and Tools,,Proceedings of the 7th International Conference,Torino,,Italy,2013-12-10,2013-12-12,2013-12-10,6032
274738,2030613,Mobile computing and networking,,Proceedings of the 17th annual international conference,Las Vegas,Nevada,USA,2011-09-19,2011-09-23,2011-09-19,1545
274897,778712,Designing interactive systems,"processes, practices, methods, and techniques",Proceedings of the 4th conference,London,,England,2002-06-25,2002-06-28,2002-06-25,1545
275073,1468075,,,"Proceedings of the April 30--May 2, 1968, spring joint computer conference",Atlantic City,New Jersey,,1968-04-30,1968-05-02,1968-04-30,1545
275181,563858,Computer graphics and interactive techniques,,Proceedings of the 4th annual conference,San Jose,California,,1977-07-20,1977-07-22,1977-07-20,1545
275258,2528228,,,Proceedings of the 5th IBM Collaborative Academia Research Exchange Workshop,New Delhi,,India,2013-10-17,2013-10-19,2013-10-17,1545
275305,2064085,Cloud data management,,Proceedings of the third international workshop,Glasgow,,"Scotland, UK",2011-10-28,2011-10-28,2011-10-28,1545
275631,1008992,Research and development in information retrieval,,Proceedings of the 27th annual international ACM SIGIR conference,Sheffield,,United Kingdom,2004-07-25,2004-07-29,2004-07-25,1545
275693,800003,Measurement and evaluation of software quality,,Proceedings of the 1981 ACM workshop/symposium,,,,,,1981-01-01,1545
275728,1966883,Business intelligencE and the WEB,,Proceedings of the 2nd International Workshop,Uppsala,,Sweden,2011-03-25,2011-03-25,2011-03-25,1545
275834,267437,Hypertext,,Proceedings of the eighth ACM conference,Southampton,,United Kingdom,1997-04-06,1997-04-11,1997-04-15,1545
275896,2663792, Reasoning,,Proceedings of the 5th International Workshop,Shanghai,,China,2014-11-03,2014-11-03,2014-11-03,1545
275948,2541928,Domain-specific modeling,,Proceedings of the 2013 ACM workshop,Indianapolis,Indiana,USA,2013-10-27,2013-10-27,2013-10-27,1545
276219,2457317,,,Proceedings of the Joint EDBT/ICDT 2013 Workshops,Genoa,,Italy,2013-03-18,2013-03-22,2013-03-18,1545
276598,2591513,VLSI,,Proceedings of the 24th edition of the great lakes symposium,Houston,Texas,USA,2014-05-21,2014-05-23,2014-05-20,1545
276711,2407707,,,SIGGRAPH Asia 2012 Emerging Technologies,Singapore,,Singapore,2012-11-28,2012-12-01,2012-11-28,1545
276892,1822348,the Foundations of Digital Games,,Proceedings of the Fifth International Conference,Monterey,California,,2010-06-19,2010-06-21,2010-06-19,1545
277076,238386,Human Factors in Computing Systems,,Proceedings of the SIGCHI Conference,Vancouver,British Columbia,Canada,1996-04-13,1996-04-18,1996-04-13,1545
277097,1146432,SIGCOSIM,Major issues confronting managers of computer resources,Proceedings of the third annual symposium,Gaithersburg,Maryland,,1972-10-17,1972-10-18,1972-10-17,1545
277179,1862712,Computing Education,,Proceedings of the Eleventh Australasian Conference,Wellington,,New Zealand,2009-01-01,2009-01-01,2009-01-01,95977
277431,2428736, Services,,Proceedings of the 14th International Conference,Bali,,Indonesia,2012-12-03,2012-12-05,2012-12-03,1545
277479,2512530,Audio/visual emotion challenge,,Proceedings of the 3rd ACM international workshop,Barcelona,,Spain,2013-10-21,2013-10-21,2013-10-21,1545
277530,1631097,Media studies and implementations that help improving access to disabled users,,Proceedings of the 1st ACM SIGMM international workshop,Beijing,,China,2009-10-23,2009-10-23,2009-10-23,1545
277721,377435,Innovation and technology in computer science education,,Proceedings of the 6th annual conference,Canterbury,,United Kingdom,,,2001-06-25,1545
277846,1063669,15eme Conference Francophone sur l'Interaction Homme-Machine,,Proceedings of the 15th French-speaking conference on human-computer interaction,Caen,,France,2003-11-25,2003-11-28,2003-11-25,1545
278111,2757401,Digital Government Research,,Proceedings of the 16th Annual International Conference,Phoenix,Arizona,,2015-05-27,2015-05-30,2015-05-27,1545
278135,2601301,Context-Awareness in Retrieval and Recommendation,,Proceedings of the 4th Workshop,Amsterdam,,The Netherlands,2014-04-13,2014-04-13,2014-04-13,1545
278189,363361,3D Web technology,,Proceedings of the sixth international conference,Paderbon,,Germany,,,2001-02-01,1545
278534,1400751,Principles of distributed computing,,Proceedings of the twenty-seventh ACM symposium,Toronto,,Canada,2008-08-18,2008-08-21,2008-08-18,1545
278725,2765491,Nanoscale Architectures,,Proceedings of the 2012 IEEE/ACM International Symposium,Amsterdam,,The Netherlands,2012-07-04,2012-07-06,2012-07-04,1545
278819,1572769,High Performance Graphics 2009,,Proceedings of the Conference,New Orleans,Louisiana,,2009-08-01,2009-08-03,2009-08-01,1545
279104,2526188,Multimedia and the web,,Proceedings of the 19th Brazilian symposium,Salvador,,Brazil,2013-11-05,2013-11-08,2013-11-05,1545
279131,310889,New security paradigms,,Proceedings of the 1998 workshop,Charlottesville,Virginia,USA,1998-09-22,1998-09-26,1998-01-01,1545
279159,1863597,Mathematically structured functional programming,,Proceedings of the third ACM SIGPLAN workshop,Baltimore,Maryland,USA,2010-09-25,2010-09-25,2010-09-25,1545
279246,1288869, security,,Proceedings of the 9th workshop,Dallas,Texas,USA,2007-09-20,2007-09-21,2007-09-20,1545
279268,1366219,Memory access on future processors,a solved problem?,Proceedings of the 2008 workshop,Ischia,,Italy,2008-05-05,2008-05-07,2008-05-05,1545
279462,2383276,Computer Systems and Technologies,,Proceedings of the 13th International Conference,Ruse,,Bulgaria,2012-06-22,2012-06-23,2012-06-22,1545
279603,2208461,File and Storage Technologies,,Proceedings of the 10th USENIX conference,San Jose,CA,,2012-02-14,2012-02-17,2012-02-14,34855
279707,2670757,,,Proceedings of the 9th Workshop in Primary and Secondary Computing Education,Berlin,,Germany,2014-11-05,2014-11-07,2014-11-05,1545
279737,143773,"Object-oriented programming systems, languages, and applications (Addendum)",,Addendum to the proceedings,Phoenix,Arizona,USA,1991-10-06,1991-10-11,1991-09-01,1545
279779,1400863,Foundations of mobile computing,,Proceedings of the fifth international workshop,Toronto,,Canada,2008-08-18,2008-08-21,2008-08-18,1545
279843,2535948,Eye gaze in intelligent human machine interaction: gaze in multimodal interaction,,Proceedings of the 6th workshop,Sydney,,Australia,2013-12-13,2013-12-13,2013-12-13,1545
280070,1031607,Computer supported cooperative work,,Proceedings of the 2004 ACM conference,Chicago,Illinois,USA,2004-11-06,2004-11-10,2004-11-06,1545
280156,800021,Programming languages - operating systems,,Proceeding of ACM SIGPLAN - SIGOPS interface meeting,,,,,,1973-01-01,1545
280798,2531602, social computing,,Proceedings of the 17th ACM conference,Baltimore,Maryland,USA,2014-02-15,2014-02-19,2014-02-15,1545
281092,2151054,Simulation Tools and Techniques,,Proceedings of the 4th International ICST Conference,Barcelona,,Spain,2011-03-21,2011-03-25,2011-03-21,6032
281123,1966895,Array Databases,,Proceedings of the EDBT/ICDT 2011 Workshop,Uppsala,,Sweden,2011-03-25,2011-03-25,2011-03-25,1545
281435,1414471,Computers and accessibility,,Proceedings of the 10th international ACM SIGACCESS conference,Halifax,Nova Scotia,Canada,2008-10-13,2008-10-15,2008-10-13,1545
281787,2683483,Computer Vision Graphics and Image Processing,,Proceedings of the 2014 Indian Conference,Bangalore,,India,2014-12-14,2014-12-18,2014-12-14,1545
281898,565196,Computational biology,,Proceedings of the sixth annual international conference,Washington,DC,USA,2002-04-18,2002-04-21,2002-04-18,1545
281918,2630407,"Computational Aesthetics, Non-Photorealistic Animation and Rendering, and Sketch-Based Interfaces and Modeling",,Proceedings of the 4th Joint Symposium,Vancouver,British Columbia,Canada,2014-08-08,2014-08-10,2014-08-08,1545
281969,256428,Foundations of software engineering,,Proceedings of the 1st ACM SIGSOFT symposium,Los Angeles,California,USA,1993-12-08,1993-12-10,1993-12-01,1545
282051,168555,Organizational computing systems,,Proceedings of the conference,Milpitas,California,USA,1993-11-01,1993-11-04,1993-12-01,1545
282513,2701126,Ubiquitous Information Management and Communication,,Proceedings of the 9th International Conference,Bali,,Indonesia,2015-01-08,2015-01-10,2015-01-08,1545
282629,2599990,Computers and people research,,Proceedings of the 52nd ACM conference,Singapore,,Singapore,2014-05-29,2014-05-31,2014-05-29,1545
282846,2442516,Principles and practice of parallel programming,,Proceedings of the 18th ACM SIGPLAN symposium,Shenzhen,,China,2013-02-23,2013-02-27,2013-02-23,1545
282867,800138,,,Proceedings of the sixteenth annual SIGCPR conference,Princeton,New Jersey,USA,1979-08-16,1979-08-17,1979-08-16,1545
282945,328750,,,ACM SIGGRAPH 90 Panel Proceedings,Dallas,Texas,USA,1990-08-06,1990-08-10,1990-08-06,1545
282967,1943397,Formalization of Modeling Languages,,Proceedings of the International Workshop,Maribor,,Slovenia,2010-06-21,2010-06-21,2010-06-21,1545
